time,open,high,low,close,volume
2023-11-06T16:00:00-05:00,23.305,23.305,23.305,23.305,114.0
2023-11-07T16:00:00-05:00,23.305,23.305,23.305,23.305,0.0
2023-11-08T16:00:00-05:00,23.125,23.125,23.125,23.125,167.0
2023-11-09T16:00:00-05:00,23.125,23.125,23.125,23.125,0.0
2023-11-10T16:00:00-05:00,23.125,23.125,23.125,23.125,0.0
2023-11-13T16:00:00-05:00,23.125,23.125,23.125,23.125,0.0
2023-11-14T16:00:00-05:00,23.96,23.96,23.96,23.96,700.0
2023-11-15T16:00:00-05:00,24.045,24.045,23.975,23.975,300.0
2023-11-16T16:00:00-05:00,23.775,23.775,23.775,23.775,130.0
2023-11-17T16:00:00-05:00,23.755,23.755,23.755,23.755,200.0
2023-11-20T16:00:00-05:00,23.755,23.755,23.755,23.755,0.0
2023-11-21T16:00:00-05:00,23.755,23.755,23.755,23.755,0.0
2023-11-22T16:00:00-05:00,23.755,23.755,23.755,23.755,0.0
2023-11-24T16:00:00-05:00,23.755,23.755,23.755,23.755,0.0
2023-11-27T16:00:00-05:00,24.055,24.095,24.055,24.095,204.0
2023-11-28T16:00:00-05:00,24.16,24.16,24.16,24.16,192.0
2023-11-29T16:00:00-05:00,23.92,23.92,23.92,23.92,175.0
2023-11-30T16:00:00-05:00,24.215,24.23,24.215,24.23,292.0
2023-12-01T16:00:00-05:00,24.23,24.23,24.23,24.23,0.0
2023-12-04T16:00:00-05:00,24.23,24.23,24.23,24.23,0.0
2023-12-05T16:00:00-05:00,24.23,24.23,24.23,24.23,0.0
2023-12-06T16:00:00-05:00,24.23,24.23,24.23,24.23,0.0
2023-12-07T16:00:00-05:00,24.58,24.58,24.58,24.58,177.0
2023-12-08T16:00:00-05:00,24.58,24.58,24.58,24.58,0.0
2023-12-11T16:00:00-05:00,24.58,24.58,24.58,24.58,0.0
2023-12-12T16:00:00-05:00,25.08,25.13,25.08,25.13,290.0
2023-12-13T16:00:00-05:00,25.13,25.13,25.13,25.13,0.0
2023-12-14T16:00:00-05:00,25.13,25.13,25.13,25.13,0.0
2023-12-15T16:00:00-05:00,25.13,25.13,25.13,25.13,0.0
2023-12-18T16:00:00-05:00,25.13,25.13,25.13,25.13,0.0
2023-12-19T16:00:00-05:00,25.13,25.13,25.13,25.13,0.0
2023-12-20T16:00:00-05:00,25.375,25.375,25.13,25.13,500.0
2023-12-21T16:00:00-05:00,25.13,25.13,25.13,25.13,0.0
2023-12-22T16:00:00-05:00,25.13,25.13,25.13,25.13,0.0
2023-12-26T16:00:00-05:00,25.13,25.13,25.13,25.13,0.0
2023-12-27T16:00:00-05:00,25.35,25.35,25.35,25.35,101.0
2023-12-28T16:00:00-05:00,25.35,25.35,25.35,25.35,0.0
2023-12-29T16:00:00-05:00,25.35,25.35,25.35,25.35,0.0
